"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"D28-1_74",44.4373558166102,1.7037838242135,15.9909649799325,-5.63453178949935,-1.97696935308868,-8.70389903316318,8.09331080338189,1.19382878148366,18.3428752614555,-4.71261563721788,-13.3503234457938,-5.04987602544794,-4.36745434491178,-3.68567467470977,-3.42202841865391,10.4492937169824,-3.03396119593369,-4.02363645335271,1.12202111746662,-0.667040081273768,-4.03677164498658,-0.783544860274388,-1.71731886816522,0.52036882168379,2.18358692765977,-2.44490345945439,2.34954008814602,-4.00341669024386,1.77951356526631,2.68794155344388,6.11570087308671,-2.02947748507764,-0.209317072766326,-0.495528450061833,2.40168093190148,-2.12649273719649,-3.3332817758157,-4.33136742375996,-1.60102556695864,-1.86883414102453,-6.28104241042508,-0.473982213382885,1.05642786361835,-0.475584587662959,0.126573155780915,3.19968965717879,-2.60252038009069,-0.228460800375965,-2.61240834210129,0.956833234313412
"D28-1_76",21.8404737869583,-0.565403068766555,-0.0335351815502133,3.32242567308889,9.88937095365464,-8.7706155758094,-0.426287347631592,0.245231996399852,-0.48507416477376,-6.97239844965,-11.510559578157,-5.12148621194735,-8.75553455174399,0.910778536838085,0.950877755410489,-2.89548024690757,-1.01933204315666,0.134575455579063,-0.902499174647207,-5.72677299908005,-4.73815467510315,2.7522463439954,-4.86537534354065,-0.543173952759723,1.40586718652589,0.253675340183304,-0.351428847367356,8.61494077471079,0.428702569077849,-1.7957276904074,-5.90711948219547,5.90316737155216,0.897933457805394,6.42043947826689,-3.88352102886629,0.876172575205909,0.803358054507652,6.43710123771235,-1.93185432499763,-2.42865527142275,1.96920347287759,-1.47382563036159,-2.38427357287429,0.510329402262148,0.27564518130122,4.95002379739623,-1.07920145458037,2.50704119888735,2.68493402631,-0.72917730616901
"D28-1_85",21.1788231025697,8.66633750486005,-9.36016495456643,-1.64474076872161,8.57258864057261,-17.5851712732694,9.41482288090334,0.169817693121059,14.9269405724604,-7.40768392123565,-25.8631821680362,-15.3511379265161,-7.96137344990816,-1.44341509326899,-2.70487741271877,2.01389040187307,-5.20036356070323,-1.11981338451698,0.090147177506597,-2.19650877404942,-3.70649140025235,-0.568785184205462,-4.56038447565947,4.24188439665922,1.46208886928308,2.34537710946886,-5.61656936799196,4.51061309167076,4.94271668192119,2.88895479228489,1.82074169561594,3.93669902569764,6.35196284041844,2.71447653960637,0.122609907028378,1.5087201160533,-3.40629728142016,-0.919724727347708,-1.61427150697719,-1.67721542767136,-2.10273995719912,1.40745801955183,2.77026680508291,-0.875840012258902,2.33610339715428,3.9789348250127,2.6432774490051,0.224022557277799,0.824798564693997,2.11343666052288
"D28-2_37",41.7036170469176,3.04541918963288,6.7489942131788,2.21506908443032,1.39097481928467,-11.8200690214158,9.63043629014577,0.716365061916971,20.5336192691173,-7.93905021863377,-18.9937116676191,-9.36047040443287,-8.75276489235221,-4.16724120636952,-0.850121300906934,6.64147873337389,0.00862535587219389,-0.936729430086054,-0.368979312691527,-0.534892607438611,2.09599881968495,-2.80024753297716,1.12539795953162,0.915385851348857,-0.723919612814487,-0.83214445606773,-3.21935517496286,-4.04057163867777,-0.14417941762951,0.308980008129353,2.06840530379832,-2.59975524454606,1.16219394511437,-2.52261705638533,0.43082531996638,-2.44627087934038,-0.938991293745433,-3.16537599684784,0.419868811586396,-2.21030112579983,0.0793414334809976,-0.263748933259296,-7.98230646769169,-4.36339304134591,0.73333142719938,-2.68014188237601,-2.89432970929091,-1.24965804103504,2.0281191539249,4.84409898044353
"D28-2_63",26.3004655557106,-1.59786374298736,0.499165985911462,5.61612520312324,11.7084231947193,-13.7109226163445,3.92950932025352,3.32938442334058,7.54551806168513,-18.16534315711,-20.2972340883425,-20.5362790493486,-0.396045147109347,5.22623607272307,-3.19248920706136,2.3845372650099,-5.79441868656513,3.34143905506306,2.044338394261,-4.49381003707341,-5.16638344701092,-0.615943863802736,1.17782977100391,2.85437111269762,-1.12455839634547,-2.19390967944643,0.396702739336887,9.56852720443424,0.941388750842612,-1.81161452900355,-2.66479144989906,3.20821750014957,0.916395475925502,0.442231370261188,0.19420949241431,2.01941843035298,1.4006563860501,0.387590433242401,-4.73126662800746,0.497142023106431,2.52556959977892,-4.65603665556454,-1.21706618655915,-1.89464124225522,1.15984178008937,-0.857605462929551,0.70536173262532,6.13923550276951,2.48331486709652,-2.85943785044949
"D28-2_91",31.7568713917875,-0.132422888856962,0.792123330975345,9.73736670326775,12.0118364686416,-15.7773618666039,6.0116089696331,0.893549390649483,15.2339286645648,-14.4736966873881,-29.2321290721179,-16.2831069872848,-9.42647575593047,0.405936046814629,0.191295983347081,-2.54529422743686,-4.94666538297039,0.838282982604507,2.22559115055226,-4.46609872356806,-3.08054011405022,-0.701397471754582,-3.96338124837415,1.39871012332059,2.56335167435331,-1.76302056664119,-4.5152309623485,-0.878075832004212,1.63338556558213,2.45438342139582,-3.59816888870236,6.31560061735193,1.49220376427216,3.56031255419277,-0.977054771069687,-0.308461441934737,1.89212089978741,-4.0311341178043,-1.20961161745835,-1.03468657276107,-2.12988094641486,1.19363377811966,3.83065415036906,5.53723060150954,1.84982113884589,3.91133500141187,0.914957150571245,1.97538729560025,-2.30295657504578,-0.270518656270632
"D28-3_14",20.2870507692324,-2.61161332714482,-1.48814438316981,9.6040570748441,12.2442664727982,-15.2477738626441,3.74658909870231,3.9067802624177,5.31798741056927,-11.7122332567552,-15.8819011481396,-10.4067611440408,-4.23331950213238,1.15220886110498,-2.24470835525567,2.81492310452026,0.349552621710265,2.09828930351616,-1.78902567029082,-0.294735009985537,-0.862086480529291,-0.79638972428401,1.9734986040252,-0.450086718231715,-2.02087246452755,-2.99597440494278,5.40600027243782,4.16586037106034,4.14142748497622,1.18058920921354,-2.19567219198415,-0.643986386529906,1.37147793169754,0.927460547630934,-0.792976426765506,-0.575441034652986,-2.53314104153108,2.30122034078845,-6.68489690336224,1.33736642546846,0.252606024895403,-0.704558207728577,0.485726405950239,2.07955900991838,5.30401691470431,2.65130399371245,2.97388037423271,2.6942415036019,0.74152558259137,-0.654072447997718
"D28-3_18",27.3955836305628,-2.36490589363759,1.33027358719778,7.7748844866145,10.6686201443029,-15.1738569702898,3.73777640798331,0.124708377340633,8.07045123783206,-10.743420881885,-19.6641830542978,-8.35255001211376,-11.4943603680072,-0.311084221766259,1.06122843679009,-0.221332055980137,-4.83768747472287,0.682155600356513,4.78763186042139,-5.06281800970003,-4.35489511881518,3.18869507594352,-1.86310826727985,0.488568680293467,5.24331743813184,-0.422393292655941,-4.61534057450918,3.93166447412032,-1.14181630298434,-4.66333032372915,-0.774532030368439,1.93912052052334,1.42782502411393,1.58814910292595,-5.26675199360667,-0.231506881806387,1.12874373798169,-2.9829085149061,1.86939772398455,1.65640348360307,0.629699227133297,-1.47980593088703,3.15617302421415,5.97061310016229,0.139910129744905,2.80285145854768,0.619559226469514,3.68289316689244,2.87853415365664,0.199451386633568
"D28-4_26",22.606952719533,0.174047448087782,-0.691008653412158,5.73936344947343,12.9819514213635,-15.6140150373485,3.57493240723044,0.361235752254691,7.05985907524971,-11.2143260854632,-19.2108794830072,-11.9004055530166,-4.73697632268774,1.77712168955246,0.555968706357349,-3.362116852108,-0.601681528940373,0.858979300001744,1.61851627476484,-1.56097026418818,0.800299407917,0.654566152071445,2.70190015600228,1.99967046398205,2.33205825519024,-2.27994874390411,-2.74253125084096,-2.61092279309814,2.77440388464685,5.25748112962012,-4.48562040110301,-3.58311760740597,1.48130271658312,4.6944803230462,-0.430894865513352,-2.04230099188355,1.1446698936826,2.86632185331876,0.0809772763007671,2.83284517987969,1.92733903169913,1.64552295757189,-1.25758396207458,-3.28350281748942,2.17882204742874,-1.16503582341382,-1.73375868672577,1.07098634369342,0.881427648985827,2.95067856389789
"D28-4_38",27.2111714974032,0.324883699078225,-2.56888865275073,12.3631089068626,15.3301077125996,-19.4299063454024,6.11521415048994,1.09839314943162,11.54390438376,-14.9970353725353,-22.675349212087,-13.0311569760966,-6.19935718684633,-0.522095841688237,-0.191695059988319,-3.70659286247505,-4.05551561622209,0.469614859254295,1.4038817021575,-0.946465290931735,-0.394219873468464,2.17930805676013,0.0460536823939246,-1.14742349630062,-1.49534196159465,-1.01171426632425,1.37803915810167,-1.38171816565531,0.0122737594135721,1.19381176517326,-2.43464413504218,-2.56827174496364,-0.9066655455381,5.2747384716934,0.0422259333961161,-2.42982749662292,0.732137545384941,-0.824380326107329,-1.24083462475668,-3.52948711549375,0.59838956576645,-1.91053123981352,-0.643083741002759,2.34093888055384,0.383717575165508,0.975995672300112,1.25360863320758,2.14863204170799,3.70063219049808,-1.53018518400827
"D28-4_90",27.8524462697454,-0.237487682967732,-2.01642941442951,8.17387732561227,11.4874998790334,-16.0564072116407,6.96788525299744,3.17082435519442,12.5831505280943,-15.6060620037642,-24.1354338639326,-16.9205003524968,-4.34805317578214,-1.47280399947663,-2.01512353345624,5.47294268787048,-6.98287146115743,0.388445988415138,2.04890558721284,-1.83789744683283,-2.65050140705313,-2.74711003566292,2.92381259906588,1.10533674318012,-2.55596359355219,-2.50116603018115,4.76986819205418,0.875923367315317,0.534463143400848,3.9110047855198,2.88092667994002,-1.64963736156696,1.22529504101212,1.86385181839037,3.21103878449367,-1.57677336468591,1.25036856432622,-2.43546706483897,-1.19874075631394,-3.20590549516152,-1.2183403431278,-0.545880491972834,4.20871203678294,3.34409183892737,-0.0149678194754389,0.0239269524139706,1.58749405370936,-4.78071685233426,-1.2023753719233,-3.00166927824274
"D28-5_2",26.7891156388803,-1.33986008966036,0.938783480021644,7.58110266334035,10.8695448836565,-15.9485866556106,3.91627913572172,-0.404615406660578,8.76731091728191,-11.5187524614569,-20.9974815485572,-11.1083134702494,-8.68444394869934,0.685532600835793,1.26845045186864,-0.860527256366823,-5.59543127264401,0.988188464821643,2.21353331060982,-6.01801407913948,-1.00569976528639,2.09179576038575,-3.34346030343114,0.440982008199053,4.31672242097782,-0.598732103016855,-3.07704037490602,2.25114115771045,0.305702698759013,0.37389816888824,-3.30170266533678,1.3040174597747,1.0953709920861,2.07824209127078,-0.585113854654306,-1.72011121367441,2.06709556854899,-4.94285445309087,1.77718334019217,1.22038403297206,0.320701461134002,3.19844566420177,-1.81646231558201,1.85792313192234,1.77491013456274,2.34248199236735,0.744809988854807,3.56887523375986,2.57878791273925,0.44226071089171
"D28-7_4",31.7473167058916,-1.97042899204006,1.93585372674457,14.6940014257852,16.0119726733881,-25.9587539251899,12.3218092376719,3.4511673002479,20.4677568530241,-18.3655684548523,-26.0157400389229,-18.7298648984274,-5.18471905447898,0.791282021094972,-1.58101233260505,3.09451871900981,-6.54972762877477,1.62360968838142,0.250803975173691,1.18428263407579,0.0520968675072621,-2.49624903612665,3.05692237935006,2.31720434631636,-0.0319262580472831,-5.14967093023717,2.12775173887558,-3.71777671678934,5.11679895858966,3.75322695808816,2.39891253865472,-3.41754608899729,0.120467314330419,2.52074194274308,1.39534907884265,-4.19021242071166,-2.64874596563788,-7.63858635687805,-2.57228631654661,-1.51332156189694,-0.20215866985965,-3.1182907660756,-2.05367400792035,3.12723773719266,-1.51426230751722,-2.21173335003366,0.950731691732909,4.05397384993109,5.02018608466331,-3.65148327732983
"D28-8_38",34.0837249725684,-1.87559221728037,3.86632399138722,7.80604983956566,9.37980911464189,-18.2171293352079,6.65483275210359,0.944663090997468,13.0902364013334,-10.5718861125708,-20.3866571158521,-11.9198441411195,-7.0551204030169,0.104302867801163,0.0480737189778764,0.51054523252427,-7.31715975283813,1.72404041707696,1.87529219209632,-4.1928374951151,-1.36232204719944,-2.21783084138671,-5.13913046030401,2.30132581323724,0.680829216623354,-3.09715030788926,-0.594440239762728,3.06180493083008,5.60818271285869,2.88770025334008,3.71184232404482,3.89098751385513,-0.615381748927672,3.36633697409423,-5.18107766486428,-3.71946278312945,-0.531154775169166,-1.89588127754941,-2.84071501930777,0.52933677972556,0.053607313136001,-0.119578237646325,-3.30015488080042,-2.80274434995078,0.061584896834757,-2.63423382345024,1.94054106462842,3.87601989654825,-1.87222429981235,1.11660945110849
"D29-1_12",3.39758821841059,-1.87969901552978,-0.503900142742295,0.993295189482262,11.3408905945295,-8.55090676614757,-3.54187964187082,-1.92450423978412,-2.50502616088782,-11.3346780487657,-13.4184684434831,-11.8710010111427,-9.41461261975729,2.0967782107546,2.29756686474049,-3.81867062732235,-2.27042110862221,1.34965267685775,1.65222228553726,0.249710215563546,0.40802651723025,1.56498598246834,0.394768002180134,-2.6799877239245,0.915293200234183,2.23430885283973,1.12027717200069,0.316995250994626,-2.81452151410946,-1.66269188725315,0.604122640386633,-0.556604532160568,-1.92203687128511,-1.57232941167078,0.50079933011508,-0.838350078618802,0.20723372730956,-1.68058799790049,-1.75032405359363,-3.34213764077898,-1.83503017032174,4.5796943652659,-3.96851776635452,0.132720973323316,-0.274618650561599,0.75027933612195,-0.130703815877264,0.595281472282528,1.67537463689933,-1.49587657182553
