2.203381538391113281e+01,1.294637393951416016e+01,2.772642517089843750e+01,7.076979279518127441e-01,6.970328330993652344e+00,-1.429543018341064453e+01,4.502135276794433594e+00,8.162721633911132812e+00,-2.343524551391601562e+01,1.160704612731933594e+00,1.984916114807128906e+01,1.076511001586914062e+01,-7.399247646331787109e+00,-3.359630584716796875e+00,4.250500202178955078e-01,1.213562583923339844e+01,-4.360886096954345703e+00,-2.118760794401168823e-01,-5.283356666564941406e+00,-1.356066226959228516e+01,1.133631515502929688e+01,1.171988296508789062e+01,3.346822023391723633e+00,6.842105388641357422e+00,8.680815696716308594e+00,8.107998847961425781e+00,1.791138201951980591e-01,-2.549036741256713867e-01,-1.442529010772705078e+01,4.044137477874755859e+00
6.561066436767578125e+01,2.462148857116699219e+01,4.473474121093750000e+01,1.619227409362792969e+01,-2.730357551574707031e+01,-1.312649154663085938e+01,1.936344909667968750e+01,2.172781372070312500e+01,4.880844593048095703e+00,-1.211747646331787109e+01,2.539663505554199219e+01,-8.689647674560546875e+00,-1.807410430908203125e+01,1.160789680480957031e+01,2.418859720230102539e+00,-7.741601943969726562e+00,-3.204177618026733398e+00,-1.740284347534179688e+01,1.833719062805175781e+01,-1.752073764801025391e+00,1.890522575378417969e+01,1.391796875000000000e+01,1.228144168853759766e+01,7.070178985595703125e+00,2.176569175720214844e+01,8.690827369689941406e+00,-1.071226024627685547e+01,-1.256576633453369141e+01,-4.420692920684814453e+00,2.483280563354492188e+01
2.459065055847167969e+01,3.871588468551635742e+00,2.289029312133789062e+01,2.217044115066528320e+00,-1.821667480468750000e+01,6.100171089172363281e+00,7.179923057556152344e-01,2.176662254333496094e+01,-2.481477499008178711e+00,3.738683700561523438e+00,1.416676902770996094e+01,1.407940196990966797e+01,-1.284977531433105469e+01,-6.863244533538818359e+00,1.003571224212646484e+01,1.011750221252441406e+01,1.090375614166259766e+01,4.639545917510986328e+00,-2.621233224868774414e+00,-2.885761499404907227e+00,4.006009578704833984e+00,-4.248255729675292969e+00,1.221924972534179688e+01,1.498421478271484375e+01,1.515664958953857422e+01,-1.223117232322692871e+00,6.010501384735107422e+00,5.061003684997558594e+00,-7.535285472869873047e+00,1.502562046051025391e+01
1.925014305114746094e+01,1.169862747192382812e+01,3.108772850036621094e+01,-3.211868524551391602e+00,-5.987265110015869141e+00,6.636858463287353516e+00,-6.781223773956298828e+00,2.077517747879028320e+00,-6.435917854309082031e+00,-6.803360462188720703e+00,2.435172271728515625e+01,2.126100540161132812e+00,-7.132249474525451660e-01,-5.517277240753173828e+00,1.300979137420654297e+00,6.894200325012207031e+00,-5.898269653320312500e+00,5.534277915954589844e+00,-2.397880363464355469e+01,-1.046782588958740234e+01,1.142132663726806641e+01,5.837895870208740234e+00,-5.688361644744873047e+00,1.865345954895019531e+01,2.335680276155471802e-01,3.168697595596313477e+00,5.855535030364990234e+00,3.098987340927124023e+00,-2.700715446472167969e+01,1.382359981536865234e+01
6.530174255371093750e+01,1.894331741333007812e+01,2.074977684020996094e+01,5.788880348205566406e+00,1.320888757705688477e+00,3.062210679054260254e-01,4.011927843093872070e-01,2.497823524475097656e+01,-1.107790184020996094e+01,-6.221936225891113281e+00,2.072043800354003906e+01,-4.369431972503662109e+00,-2.931548690795898438e+01,5.787511348724365234e+00,-1.425176525115966797e+01,-7.493332624435424805e-01,1.532568454742431641e+01,-3.395576858520507812e+01,3.894645452499389648e+00,1.762719917297363281e+01,-2.549068689346313477e+00,1.389560699462890625e+01,2.376972770690917969e+01,1.545695209503173828e+01,3.772630453109741211e+00,-1.551549285650253296e-01,5.047238349914550781e+00,-1.855562090873718262e+00,-2.696038055419921875e+01,1.817719650268554688e+01
5.273336410522460938e+01,2.560409545898437500e+01,3.202144622802734375e+01,2.501352548599243164e+00,4.138250052928924561e-01,7.067090272903442383e-01,9.882392883300781250e-01,1.336384296417236328e+01,4.026682853698730469e+00,-7.858525753021240234e+00,3.060640716552734375e+01,7.676054954528808594e+00,-1.918921661376953125e+01,1.738313436508178711e+00,7.747260570526123047e+00,8.893535614013671875e+00,9.850718498229980469e+00,-7.352777957916259766e+00,7.627515792846679688e+00,2.602772235870361328e+00,-3.390233278274536133e+00,4.357802391052246094e+00,1.236112880706787109e+01,6.423737049102783203e+00,1.796016502380371094e+01,-1.194665312767028809e+00,-7.505264759063720703e+00,-1.244792747497558594e+01,-3.226804733276367188e+01,2.263153839111328125e+01
3.268193435668945312e+01,1.812587356567382812e+01,3.596084213256835938e+01,4.197038650512695312e+00,-3.639533996582031250e+01,-1.114650535583496094e+01,1.174118041992187500e+01,2.772933387756347656e+01,-2.647896766662597656e+01,1.209986972808837891e+01,3.134614372253417969e+01,-6.625493049621582031e+00,-1.915223693847656250e+01,-9.393890380859375000e+00,-1.257526493072509766e+01,-6.750362396240234375e+00,3.164320886135101318e-01,-1.712566566467285156e+01,1.548067951202392578e+01,-4.758403301239013672e+00,8.884866714477539062e+00,1.214357185363769531e+01,-1.718673467636108398e+00,1.402132701873779297e+01,-1.230518102645874023e+00,-7.195793986320495605e-01,1.669189095497131348e+00,-3.235680162906646729e-01,-1.327933979034423828e+01,2.444986152648925781e+01
3.080588531494140625e+01,2.788918876647949219e+01,3.764406204223632812e+01,1.689029693603515625e+01,-1.018058967590332031e+01,4.049301147460937500e+00,1.728683471679687500e+01,2.750817680358886719e+01,9.245082139968872070e-01,2.011202573776245117e+00,2.907068634033203125e+01,-4.817006289958953857e-01,-1.251795291900634766e+01,6.989145755767822266e+00,6.015701293945312500e+00,-7.278214454650878906e+00,2.295341682434082031e+01,-1.810391998291015625e+01,1.140403842926025391e+01,-1.301317596435546875e+01,1.576119422912597656e+01,1.258624076843261719e+01,5.243985176086425781e+00,1.876551866531372070e+00,2.378378295898437500e+01,1.337176322937011719e+00,-7.870715618133544922e+00,-5.447522163391113281e+00,-1.377068519592285156e+01,1.502419376373291016e+01
2.830319213867187500e+01,1.971004486083984375e+01,3.641177749633789062e+01,3.669124841690063477e+00,-3.557537460327148438e+01,6.504023075103759766e+00,1.531892013549804688e+01,2.817515182495117188e+01,5.284508705139160156e+00,-6.899444580078125000e+00,2.636037063598632812e+01,-5.128760814666748047e+00,-1.774258041381835938e+01,-3.995949923992156982e-01,4.437757015228271484e+00,4.282752037048339844e+00,1.150391960144042969e+01,-1.035233497619628906e+01,3.169417381286621094e+00,-1.125410175323486328e+01,1.098326015472412109e+01,1.253109645843505859e+01,4.514197349548339844e+00,-4.582612514495849609e+00,9.524419784545898438e+00,-8.382642745971679688e+00,9.336686134338378906e+00,5.327079772949218750e+00,-1.725597190856933594e+01,1.442502498626708984e+01
3.398261260986328125e+01,2.907804679870605469e+01,3.992255401611328125e+01,7.355504512786865234e+00,-1.343883419036865234e+01,5.415547370910644531e+00,1.009615325927734375e+01,2.117972755432128906e+01,-6.055689334869384766e+00,-1.177513790130615234e+01,2.498111724853515625e+01,3.290524721145629883e+00,-1.342276000976562500e+01,-5.976045131683349609e+00,3.323529243469238281e+00,2.324271917343139648e+00,6.132539749145507812e+00,-6.546541690826416016e+00,7.541123867034912109e+00,-2.373553037643432617e+00,1.078460311889648438e+01,1.929414749145507812e+01,4.471125900745391846e-01,4.841185092926025391e+00,1.557070636749267578e+01,-2.663281917572021484e+00,-7.372105121612548828e+00,1.386325716972351074e+00,-1.916729354858398438e+01,2.155413818359375000e+01
