,tSNE_1,tSNE_2
0,11.624253642498806,-13.281103967547796
1,21.668672792687133,-15.830115724727346
2,21.095825011894988,-14.049956571699045
3,18.649403587204844,-11.480845848303032
4,21.79692227468963,-14.741207545115852
5,21.010457917019085,-15.118255169519907
6,21.478307291549548,-15.093465932117127
7,20.470280897796982,-15.308710038034476
8,20.434140947546275,-14.68564548870179
9,20.873933948907343,-15.178822663085874
10,21.598137709948503,-14.563271445840387
11,20.814347079174862,-15.913687285409429
12,21.858381806294943,-15.473962114300956
13,20.23075493677335,-15.320756748149366
14,20.274202993794745,-16.9275859554895
15,20.292379293664215,-16.91070492696294
16,19.32898364430572,-16.293356433912887
17,19.825130551392014,-16.70923925350394
18,18.7822126575967,-16.473338139733837
19,20.442397329798464,-17.88128497634368
20,19.573101340171718,-16.39460212226984
21,20.397071754326856,-15.795563047913332
22,20.052477580992765,-15.437517037424744
23,20.06347437459951,-16.48203369223363
24,20.56367006825272,-15.90469446591904
25,21.350171924443167,-16.405897395367056
26,21.105140765870363,-16.686000677902395
27,19.561891387316486,-16.14728105236697
28,19.78457338763245,-17.168255899016476
29,20.050593463830726,-16.463135290835577
30,22.408273003938593,-15.452374426072923
31,20.286451469211947,-15.941488490913338
32,20.721420174741922,-16.182039845181993
33,20.667080400185636,-16.525140503490753
34,20.357395234699922,-17.256831188975717
35,22.674194811583277,-16.40298349372364
36,19.99474451905989,-15.723751183943028
37,19.421928235810647,-17.06920402011045
38,21.02892927004023,-16.103234899025903
39,20.307204858358247,-16.033498636048225
40,21.360931694228903,-17.999035973269226
41,18.630350113842383,-18.178667726086257
42,20.681495889378283,-18.516885784797083
43,20.48183942790502,-15.104298439391242
44,20.85501587395734,-16.85295436535819
45,19.6086086135362,-15.61865141794477
46,20.183483348762007,-17.25856062827688
47,20.46601852098919,-15.629520142898997
48,19.159956904420877,-17.069542823824357
49,20.63817493906312,-16.466279403409033
50,20.099507360021228,-15.893655287663426
51,19.78045693538702,-16.8117154386171
52,20.419784416152496,-16.53911599481919
53,20.824953097498682,-16.452696502746434
54,20.8316149350278,-16.89953046771136
55,22.108443978723514,-16.05513119375167
56,20.121802078416145,-16.399836353606496
57,20.25959865941593,-16.296305288376672
58,16.04211833087119,-14.319859787654668
59,19.823884389559016,-16.762265100453725
60,19.733082402269638,-16.27532279345844
61,20.161576375500225,-15.863369948734547
62,19.720622180820364,-16.83028931668227
63,19.23784687257634,-16.494828679183396
64,21.017684014882384,-16.390313525838735
65,21.454985450029927,-15.773069765847954
